"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2023-12-04 09:01:46+08:00",1.0,290.39,0.24,6.43,37.19,4.17,3.22,4.48,2.31,123.9469,10.2706,"2023-12-04 09:01:47.282451+08:00","Dapitan"
"2023-12-04 09:01:48+08:00",2.0,594.14,2.12,19.71,57.94,18.84,12.17,20.35,6.59,120.9367,14.3294,"2023-12-04 09:01:48.914156+08:00","Dasmariñas"
"2023-12-04 09:01:50+08:00",1.0,287.06,1.17,5.4,34.33,1.57,2.15,3.04,1.14,125.6128,7.0731,"2023-12-04 09:01:51.275199+08:00","Davao"
"2023-12-04 09:01:52+08:00",1.0,253.68,0.18,2.1,43.27,0.61,2.23,2.8,1.03,125.3572,6.7497,"2023-12-04 09:01:53.070892+08:00","Digos"
"2023-12-04 09:01:54+08:00",1.0,195.27,0.07,0.69,50.78,0.41,0.72,0.92,0.17,123.3414,8.5894,"2023-12-04 09:01:54.410479+08:00","Dipolog"
"2023-12-04 09:01:56+08:00",1.0,200.27,0.11,1.35,47.92,0.64,0.89,1.21,0.45,123.3081,9.3103,"2023-12-04 09:01:57.110881+08:00","Dumaguete"
"2023-12-04 09:01:59+08:00",1.0,247.0,0.13,0.87,50.78,0.75,2.99,3.76,3.58,124.5225,8.5631,"2023-12-04 09:01:59.454414+08:00","El Salvador"
"2023-12-04 09:02:01+08:00",1.0,200.27,0.03,0.66,53.64,0.25,0.91,1.76,0.27,123.4992,10.8403,"2023-12-04 09:02:01.672165+08:00","Escalante"
"2023-12-04 09:02:03+08:00",1.0,423.91,0.51,5.57,47.92,1.51,5.8,8.35,3.61,120.9464,15.3072,"2023-12-04 09:02:03.394191+08:00","Gapan"
"2023-12-04 09:02:04+08:00",1.0,240.33,0.13,0.91,46.49,0.34,1.83,2.31,1.22,125.1717,6.1128,"2023-12-04 09:02:04.972244+08:00","General Santos"
"2023-12-04 09:02:06+08:00",2.0,594.14,2.12,19.71,57.94,18.84,12.17,20.35,6.59,120.8817,14.3869,"2023-12-04 09:02:06.768386+08:00","General Trias"
"2023-12-04 09:02:09+08:00",1.0,191.93,0.05,0.31,57.22,0.08,0.5,0.61,0.24,125.1167,8.8333,"2023-12-04 09:02:09.699097+08:00","Gingoog City"
"2023-12-04 09:02:10+08:00",1.0,343.8,0.33,5.74,40.41,1.61,5.43,7.18,5.83,122.8706,10.0989,"2023-12-04 09:02:11.136538+08:00","Himamaylan"
"2023-12-04 09:02:13+08:00",3.0,1188.28,7.1,15.94,22.71,3.49,49.1,52.93,45.09,121.8892,17.1485,"2023-12-04 09:02:14.028779+08:00","Ilagan"
"2023-12-04 09:02:16+08:00",2.0,287.06,0.5,4.84,75.82,7.21,8.32,9.92,1.93,124.4,8.25,"2023-12-04 09:02:16.520712+08:00","Iligan City"
"2023-12-04 09:02:17+08:00",1.0,253.68,0.22,2.34,46.49,1.3,2.52,3.09,1.24,122.55,10.75,"2023-12-04 09:02:18.108432+08:00","Iloilo City"
"2023-12-04 09:02:19+08:00",2.0,794.41,4.41,27.42,43.63,20.74,17.42,32.67,9.25,120.9367,14.4297,"2023-12-04 09:02:19.572369+08:00","Imus"
"2023-12-04 09:02:21+08:00",1.0,213.62,0.11,1.25,47.21,7.03,4.12,5.72,0.89,123.4167,13.4167,"2023-12-04 09:02:21.849022+08:00","Iriga City"
"2023-12-04 09:02:24+08:00",1.0,343.8,0.57,6.08,42.56,2.27,4.7,6.58,4.18,122.9888,10.2048,"2023-12-04 09:02:24.765751+08:00","Isabela"
"2023-12-04 09:02:26+08:00",1.0,247.0,0.12,2.91,42.2,1.01,2.69,3.27,1.73,122.8122,9.9889,"2023-12-04 09:02:27.090283+08:00","Kabankalan"
"2023-12-04 09:02:28+08:00",2.0,647.54,2.79,16.11,25.39,3.73,19.7,23.73,25.33,125.0894,7.0083,"2023-12-04 09:02:28.526713+08:00","Kidapawan"
"2023-12-04 09:02:30+08:00",2.0,767.71,1.79,14.91,43.63,3.22,22.36,26.22,27.61,124.8469,6.5031,"2023-12-04 09:02:30.790109+08:00","Koronadal"
"2023-12-04 09:02:32+08:00",1.0,243.66,0.19,2.23,52.21,1.45,1.86,3.17,1.12,122.9208,10.4233,"2023-12-04 09:02:32.393281+08:00","La Carlota"
"2023-12-04 09:02:34+08:00",1.0,213.62,0.25,2.34,33.62,0.82,1.75,1.93,0.64,125.7022,6.0872,"2023-12-04 09:02:34.297673+08:00","Lamitan"
"2023-12-04 09:02:35+08:00",1.0,303.75,0.48,2.51,56.51,0.75,2.93,3.52,2.63,120.5936,18.1989,"2023-12-04 09:02:35.770191+08:00","Laoag"
"2023-12-04 09:02:38+08:00",1.0,290.39,0.24,6.43,37.19,4.17,3.22,4.48,2.31,123.9494,10.3103,"2023-12-04 09:02:38.401954+08:00","Lapu-Lapu City"
"2023-12-04 09:02:40+08:00",2.0,794.41,4.41,27.42,43.63,20.74,17.42,32.67,9.25,120.9828,14.4506,"2023-12-04 09:02:40.891198+08:00","Las Piñas"
"2023-12-04 09:02:43+08:00",1.0,216.96,0.09,1.74,52.93,6.08,2.85,3.59,0.53,123.7333,13.1333,"2023-12-04 09:02:43.232917+08:00","Legazpi City"
"2023-12-04 09:02:45+08:00",1.0,208.62,0.04,1.02,55.08,7.51,3.26,4.26,0.56,123.5325,13.2403,"2023-12-04 09:02:45.264583+08:00","Ligao"
"2023-12-04 09:02:47+08:00",2.0,287.06,0.36,4.41,63.66,2.35,2.79,5.86,1.57,121.1667,13.95,"2023-12-04 09:02:47.468211+08:00","Lipa City"
"2023-12-04 09:02:48+08:00",1.0,257.02,0.06,2.44,37.19,1.43,3.5,4.1,1.19,122.5967,10.8794,"2023-12-04 09:02:48.830519+08:00","Lucena"
"2023-12-04 09:02:51+08:00",1.0,257.02,0.06,2.44,37.19,1.43,3.5,4.1,1.19,122.4347,10.8925,"2023-12-04 09:02:51.227353+08:00","Maasin"
"2023-12-04 09:02:52+08:00",2.0,290.39,0.07,1.76,66.52,0.4,1.83,2.49,1.62,120.5736,15.2216,"2023-12-04 09:02:52.889922+08:00","Mabalacat City"
"2023-12-04 09:02:55+08:00",2.0,907.9,4.58,25.36,42.2,25.03,17.48,30.41,11.27,121.0327,14.5503,"2023-12-04 09:02:55.577767+08:00","Makati City"
"2023-12-04 09:02:57+08:00",2.0,260.35,0.16,1.2,67.95,0.81,1.71,3.11,1.06,119.9379,15.6361,"2023-12-04 09:02:57.941655+08:00","Malabon"
"2023-12-04 09:02:59+08:00",1.0,213.62,0.24,1.89,37.19,0.32,1.27,1.79,1.08,125.0833,8.15,"2023-12-04 09:03:00.011570+08:00","Malaybalay"
"2023-12-04 09:03:01+08:00",1.0,330.45,0.3,4.37,57.94,1.83,3.93,6.55,2.95,120.8117,14.8419,"2023-12-04 09:03:01.912260+08:00","Malolos"
"2023-12-04 09:03:03+08:00",2.0,907.9,4.58,25.36,42.2,25.03,17.48,30.41,11.27,121.0409,14.5832,"2023-12-04 09:03:04.206425+08:00","Mandaluyong City"
"2023-12-04 09:03:05+08:00",1.0,290.39,0.24,6.43,37.19,4.17,3.22,4.48,2.31,123.9333,10.3333,"2023-12-04 09:03:05.784777+08:00","Mandaue City"
"2023-12-04 09:03:07+08:00",1.0,350.48,0.69,7.63,57.94,5.66,4.41,9.48,3.23,120.9822,14.6042,"2023-12-04 09:03:08.063077+08:00","Manila"
"2023-12-04 09:03:10+08:00",2.0,567.44,1.29,10.11,90.84,3.61,24.62,28.03,28.88,124.2928,7.9986,"2023-12-04 09:03:10.416048+08:00","Marawi"
"2023-12-04 09:03:13+08:00",1.0,198.6,0.29,1.61,51.5,1.18,1.58,2.26,0.12,125.4708,9.7339,"2023-12-04 09:03:13.386551+08:00","Mati"
"2023-12-04 09:03:15+08:00",1.0,350.48,0.69,7.63,57.94,5.66,4.41,9.48,3.23,120.9608,14.7369,"2023-12-04 09:03:16.110396+08:00","Meycauayan"
"2023-12-04 09:03:18+08:00",1.0,310.42,0.32,2.66,55.79,0.73,3.0,4.25,2.28,120.9031,15.7161,"2023-12-04 09:03:18.482485+08:00","Muñoz"
"2023-12-04 09:03:19+08:00",1.0,196.93,0.05,0.46,55.08,5.9,4.5,6.82,0.18,123.1814,13.6192,"2023-12-04 09:03:20.191167+08:00","Naga"
"2023-12-04 09:03:21+08:00",1.0,350.48,0.69,7.63,57.94,5.66,4.41,9.48,3.23,120.95,14.6667,"2023-12-04 09:03:21.741779+08:00","Navotas"
"2023-12-04 09:03:23+08:00",2.0,263.69,0.1,1.35,67.23,1.4,1.71,2.26,0.68,120.2828,14.8292,"2023-12-04 09:03:23.308737+08:00","Olongapo"
"2023-12-04 09:03:25+08:00",1.0,250.34,0.14,2.72,32.9,0.6,2.36,3.26,1.11,124.6075,11.0064,"2023-12-04 09:03:25.909049+08:00","Ormoc"
"2023-12-04 09:03:27+08:00",1.0,196.93,0.04,0.3,46.49,0.2,0.7,0.89,0.28,123.8044,8.4858,"2023-12-04 09:03:27.282489+08:00","Oroquieta"
"2023-12-04 09:03:29+08:00",1.0,216.96,0.22,1.19,46.49,0.52,1.47,1.92,0.68,123.8333,8.15,"2023-12-04 09:03:29.464295+08:00","Ozamiz City"
"2023-12-04 09:03:30+08:00",1.0,233.65,0.24,1.48,37.19,0.48,1.87,2.4,1.87,123.43700000000001,7.8257,"2023-12-04 09:03:31.334157+08:00","Pagadian"
"2023-12-04 09:03:33+08:00",1.0,300.41,0.18,2.38,55.79,0.6,1.74,2.15,1.55,121.0833,15.55,"2023-12-04 09:03:34.041455+08:00","Palayan City"
"2023-12-04 09:03:36+08:00",1.0,240.33,0.68,3.09,38.27,0.9,1.37,1.98,0.91,125.6842,7.3081,"2023-12-04 09:03:36.884487+08:00","Panabo"
"2023-12-04 09:03:38+08:00",2.0,907.9,4.58,25.36,42.2,25.03,17.48,30.41,11.27,121.0175,14.4816,"2023-12-04 09:03:38.864677+08:00","Paranaque City"
"2023-12-04 09:03:40+08:00",2.0,907.9,4.58,25.36,42.2,25.03,17.48,30.41,11.27,121.065,14.587,"2023-12-04 09:03:40.733561+08:00","Pasig"
"2023-12-04 09:03:42+08:00",1.0,198.6,0.13,1.31,43.63,0.72,1.95,3.06,0.11,118.7333,9.7333,"2023-12-04 09:03:42.473079+08:00","Puerto Princesa City"
"2023-12-04 09:03:43+08:00",1.0,363.83,0.75,7.45,57.22,7.75,4.59,11.36,2.98,121.0333,14.6333,"2023-12-04 09:03:43.861838+08:00","Quezon City"
"2023-12-04 09:03:46+08:00",1.0,373.84,0.18,2.74,36.84,0.34,8.45,9.19,1.71,121.6201,17.1189,"2023-12-04 09:03:46.492500+08:00","Roxas"
"2023-12-04 09:03:48+08:00",1.0,200.27,0.03,0.66,53.64,0.25,0.91,1.76,0.27,123.4242,10.9447,"2023-12-04 09:03:48.606731+08:00","Sagay"
"2023-12-04 09:03:50+08:00",2.0,323.77,0.3,4.03,62.94,2.06,3.62,6.35,1.95,120.5431,14.7678,"2023-12-04 09:03:50.282061+08:00","Samal"
"2023-12-04 09:03:51+08:00",2.0,290.39,0.14,1.99,61.51,0.57,1.85,2.43,1.55,120.8931,15.5448,"2023-12-04 09:03:51.732960+08:00","San Carlos"
"2023-12-04 09:03:54+08:00",1.0,357.15,0.39,2.87,57.94,2.15,9.13,11.1,2.28,120.3166,16.6159,"2023-12-04 09:03:54.445822+08:00","San Fernando"
"2023-12-04 09:03:55+08:00",1.0,303.75,0.25,1.59,40.77,0.28,4.59,5.43,1.9,121.8712,17.8927,"2023-12-04 09:03:56.149972+08:00","San Jose"
"2023-12-04 09:03:57+08:00",2.0,243.66,0.07,1.59,60.8,0.97,1.77,3.71,0.93,121.0453,14.8139,"2023-12-04 09:03:58.022481+08:00","San Jose del Monte"
"2023-12-04 09:03:59+08:00",1.0,277.04,0.18,1.05,52.21,0.35,2.64,3.17,2.09,120.4583,17.7422,"2023-12-04 09:03:59.789868+08:00","San Juan"
"2023-12-04 09:04:00+08:00",2.0,380.52,0.52,6.34,61.51,3.04,4.29,6.61,2.76,120.6197,14.9696,"2023-12-04 09:04:01.176973+08:00","San Pablo"
"2023-12-04 09:04:04+08:00",3.0,1001.36,5.59,16.45,19.67,3.49,32.58,36.49,43.06,121.8833,17.2,"2023-12-04 09:04:04.281224+08:00","San Pedro"
"2023-12-04 09:04:06+08:00",2.0,290.39,0.14,1.99,61.51,0.57,1.85,2.43,1.55,120.9378,15.4238,"2023-12-04 09:04:06.751003+08:00","Santa Rosa"
"2023-12-04 09:04:08+08:00",1.0,273.71,0.19,0.95,45.06,0.47,2.33,2.81,1.76,120.4449,17.2939,"2023-12-04 09:04:08.517530+08:00","Santiago"
"2023-12-04 09:04:09+08:00",1.0,323.77,0.19,2.29,44.7,0.34,5.42,5.97,1.25,121.7645,17.3997,"2023-12-04 09:04:10.046774+08:00","Santo Tomas"
"2023-12-04 09:04:12+08:00",1.0,205.28,0.06,0.77,55.79,0.48,1.17,2.2,0.34,122.9667,10.8,"2023-12-04 09:04:12.489947+08:00","Silay City"
"2023-12-04 09:04:14+08:00",1.0,250.34,0.2,2.55,47.21,1.13,2.67,3.2,1.54,122.4042,9.7519,"2023-12-04 09:04:14.421046+08:00","Sipalay"
"2023-12-04 09:04:16+08:00",1.0,198.6,0.29,1.61,51.5,1.18,1.58,2.26,0.12,125.5,9.75,"2023-12-04 09:04:17.052614+08:00","Surigao City"
"2023-12-04 09:04:18+08:00",1.0,211.95,0.05,1.71,47.92,6.5,3.1,4.22,0.54,123.7336,13.3586,"2023-12-04 09:04:18.532361+08:00","Tabaco"
"2023-12-04 09:04:20+08:00",1.0,280.38,0.15,0.91,43.27,0.28,4.38,4.83,1.46,121.4443,17.4189,"2023-12-04 09:04:20.695977+08:00","Tabuk"
"2023-12-04 09:04:22+08:00",1.0,196.93,0.05,0.89,36.48,0.26,1.0,1.43,0.42,125.0,11.25,"2023-12-04 09:04:22.273747+08:00","Tacloban City"
"2023-12-04 09:04:23+08:00",1.0,420.57,0.25,3.43,35.41,0.43,8.16,8.96,3.61,124.6764,6.6925,"2023-12-04 09:04:23.890620+08:00","Tacurong"
"2023-12-04 09:04:25+08:00",1.0,363.83,1.13,11.65,57.22,11.92,5.53,8.63,2.12,120.9337,14.1059,"2023-12-04 09:04:26.142610+08:00","Tagaytay City"
"2023-12-04 09:04:28+08:00",2.0,907.9,4.58,25.36,42.2,25.03,17.48,30.41,11.27,121.0792,14.5243,"2023-12-04 09:04:28.878066+08:00","Taguig"
"2023-12-04 09:04:30+08:00",1.0,195.27,0.02,0.48,57.94,0.27,3.13,5.67,0.1,122.9226,14.1343,"2023-12-04 09:04:30.805727+08:00","Talisay"
"2023-12-04 09:04:32+08:00",2.0,333.79,0.64,10.2,60.08,10.25,3.9,7.31,1.82,121.1498,14.0863,"2023-12-04 09:04:33.002019+08:00","Tanauan"
"2023-12-04 09:04:35+08:00",1.0,193.6,0.04,0.43,45.06,0.12,0.95,1.33,0.31,126.1986,9.0783,"2023-12-04 09:04:35.445461+08:00","Tandag"
"2023-12-04 09:04:37+08:00",1.0,205.28,0.06,0.77,55.79,0.48,1.17,2.2,0.34,122.9306,10.6339,"2023-12-04 09:04:37.802876+08:00","Tangub"
"2023-12-04 09:04:39+08:00",1.0,200.27,0.09,1.48,45.78,0.7,1.41,1.84,0.61,123.1583,9.5153,"2023-12-04 09:04:39.500191+08:00","Tanjay"
"2023-12-04 09:04:41+08:00",2.0,307.08,0.24,2.36,65.09,0.55,2.57,3.42,1.98,120.5986,15.4889,"2023-12-04 09:04:41.494852+08:00","Tarlac City"
"2023-12-04 09:04:43+08:00",2.0,233.65,0.07,2.04,60.8,1.27,1.67,3.15,0.41,121.5911,14.0289,"2023-12-04 09:04:44.119606+08:00","Tayabas"
"2023-12-04 09:04:45+08:00",1.0,253.68,0.25,5.27,40.77,3.28,4.28,6.43,2.12,123.6333,10.3833,"2023-12-04 09:04:46.056499+08:00","Toledo City"
"2023-12-04 09:04:47+08:00",2.0,440.6,0.53,2.96,31.83,0.47,11.38,12.49,3.52,121.7269,17.6131,"2023-12-04 09:04:47.852565+08:00","Tuguegarao"
"2023-12-04 09:04:49+08:00",1.0,413.9,0.95,5.36,58.65,1.91,6.87,8.53,4.31,120.5711,15.9761,"2023-12-04 09:04:50.055774+08:00","Urdaneta"
"2023-12-04 09:04:52+08:00",1.0,223.64,0.07,1.63,42.56,0.41,1.49,2.02,0.74,124.5725,11.1089,"2023-12-04 09:04:52.501899+08:00","Valencia"
"2023-12-04 09:04:53+08:00",1.0,350.48,0.69,7.63,57.94,5.66,4.41,9.48,3.23,120.9667,14.7,"2023-12-04 09:04:54.075105+08:00","Valenzuela"
"2023-12-04 09:04:56+08:00",1.0,198.6,0.05,0.47,56.51,0.32,1.05,1.91,0.22,123.0778,10.9,"2023-12-04 09:04:56.631014+08:00","Victorias"
"2023-12-04 09:04:59+08:00",1.0,287.06,0.26,1.35,46.49,0.49,2.78,3.37,1.9,120.3869,17.5747,"2023-12-04 09:04:59.293986+08:00","Vigan"
"2023-12-04 09:05:00+08:00",1.0,393.87,1.57,6.94,46.49,2.59,6.67,7.58,3.48,122.0696,6.9135,"2023-12-04 09:05:01.191367+08:00","Zamboanga City"
"2023-12-04 12:00:00+08:00",2.0,267.03,0.18,1.8,91.55,4.35,7.35,8.29,1.36,119.9811,16.1561,"2023-12-04 12:00:01.075359+08:00","Alaminos"
"2023-12-04 12:00:05+08:00",2.0,357.15,0.36,3.9,70.81,2.74,6.38,8.28,2.95,120.5833,15.15,"2023-12-04 12:00:05.593590+08:00","Angeles City"
"2023-12-04 12:00:09+08:00",2.0,236.99,0.05,0.51,62.23,0.15,0.63,0.82,0.51,121.19,15.6181,"2023-12-04 12:00:09.592724+08:00","Antipolo"
"2023-12-04 12:00:11+08:00",1.0,193.6,0.04,0.25,52.93,3.52,3.23,3.57,0.09,123.5085,12.2285,"2023-12-04 12:00:11.710376+08:00","Bacolod"
"2023-12-04 12:00:14+08:00",4.0,540.73,0.56,7.03,147.34,14.54,17.83,31.07,6.59,120.929,14.459000000000001,"2023-12-04 12:00:14.484970+08:00","Bacoor"
"2023-12-04 12:00:16+08:00",2.0,223.64,0.15,1.13,60.8,1.33,1.67,2.86,0.94,122.8333,10.5333,"2023-12-04 12:00:17.213303+08:00","Bago City"
"2023-12-04 12:00:18+08:00",2.0,313.76,0.09,1.24,71.53,2.21,8.48,9.99,1.85,120.5931,16.4164,"2023-12-04 12:00:18.879263+08:00","Baguio"
"2023-12-04 12:00:20+08:00",1.0,198.6,0.07,0.96,52.21,0.47,1.04,1.38,0.61,123.1228,9.5911,"2023-12-04 12:00:20.797410+08:00","Bais"
"2023-12-04 12:00:22+08:00",2.0,260.35,0.16,1.31,76.53,1.64,2.75,5.63,1.46,120.5361,14.6761,"2023-12-04 12:00:22.559728+08:00","Balanga"
"2023-12-04 12:00:24+08:00",2.0,257.02,0.03,0.24,70.81,0.23,2.52,3.03,0.88,120.5649,18.0554,"2023-12-04 12:00:24.731284+08:00","Batac City"
"2023-12-04 12:00:27+08:00",2.0,233.65,0.78,4.33,85.12,7.51,4.07,6.74,0.97,121.05,13.75,"2023-12-04 12:00:28.152227+08:00","Batangas City"
"2023-12-04 12:00:30+08:00",1.0,196.93,0.05,0.68,52.93,0.38,0.76,0.95,0.59,122.8011,9.3636,"2023-12-04 12:00:30.542298+08:00","Bayawan"
"2023-12-04 12:00:31+08:00",2.0,203.61,0.03,0.32,62.94,7.57,2.65,3.23,0.05,123.7135,13.4083,"2023-12-04 12:00:32.222236+08:00","Baybay"
"2023-12-04 12:00:34+08:00",1.0,196.93,0.06,0.38,43.27,0.28,0.97,1.27,0.43,125.7675,8.7561,"2023-12-04 12:00:35.548364+08:00","Bayugan"
"2023-12-04 12:00:37+08:00",1.0,201.94,0.05,1.15,49.35,0.31,1.21,1.5,0.28,125.0336,11.0725,"2023-12-04 12:00:39.043681+08:00","Bislig"
"2023-12-04 12:00:41+08:00",2.0,317.1,0.8,7.11,82.97,14.19,5.67,9.59,2.47,121.0807,14.3427,"2023-12-04 12:00:42.121193+08:00","Biñan"
"2023-12-04 12:00:44+08:00",1.0,208.62,0.08,0.53,52.93,0.25,1.14,1.44,0.34,124.0055,11.0517,"2023-12-04 12:00:44.516952+08:00","Bogo"
"2023-12-04 12:00:46+08:00",1.0,190.26,0.03,0.44,47.21,0.2,1.34,2.09,0.03,125.4319,11.6081,"2023-12-04 12:00:46.885077+08:00","Borongan"
"2023-12-04 12:00:48+08:00",1.0,200.27,0.04,0.34,50.07,0.25,0.81,1.01,0.34,125.5436,8.9492,"2023-12-04 12:00:49.211149+08:00","Butuan"
"2023-12-04 12:00:50+08:00",1.0,220.3,0.03,0.29,57.22,0.35,1.35,1.59,0.34,125.5344,9.1236,"2023-12-04 12:00:51.660086+08:00","Cabadbaran"
"2023-12-04 12:00:53+08:00",2.0,253.68,0.08,0.93,67.23,0.36,0.79,1.09,0.89,120.9667,15.4833,"2023-12-04 12:00:53.837001+08:00","Cabanatuan City"
"2023-12-04 12:00:56+08:00",2.0,317.1,0.8,7.11,82.97,14.19,5.67,9.59,2.47,121.1262,14.2726,"2023-12-04 12:00:56.266476+08:00","Cabuyao"
"2023-12-04 12:00:58+08:00",1.0,200.27,0.05,0.29,57.94,0.2,0.87,1.54,0.31,123.2856,10.9506,"2023-12-04 12:00:58.763216+08:00","Cadiz"
"2023-12-04 12:01:00+08:00",2.0,280.38,0.08,0.91,83.69,0.92,4.77,6.01,3.04,124.6472,8.4822,"2023-12-04 12:01:00.676850+08:00","Cagayan de Oro"
"2023-12-04 12:01:02+08:00",2.0,236.99,0.4,3.51,79.39,5.66,3.09,5.45,1.06,120.8133,13.9324,"2023-12-04 12:01:03.340790+08:00","Calaca"
"2023-12-04 12:01:05+08:00",2.0,317.1,0.8,7.11,82.97,14.19,5.67,9.59,2.47,121.1653,14.2117,"2023-12-04 12:01:06.069016+08:00","Calamba"
"2023-12-04 12:01:07+08:00",2.0,203.61,0.29,2.27,76.53,3.82,3.4,7.45,0.15,121.1803,13.4117,"2023-12-04 12:01:08.108007+08:00","Calapan"
"2023-12-04 12:01:09+08:00",1.0,193.6,0.03,0.28,42.56,3.37,1.35,1.61,0.23,124.6,12.0667,"2023-12-04 12:01:10.047688+08:00","Calbayog City"
"2023-12-04 12:01:12+08:00",2.0,293.73,0.4,3.38,78.68,4.41,3.94,7.96,2.01,120.9667,14.65,"2023-12-04 12:01:12.531724+08:00","Caloocan City"
"2023-12-04 12:01:14+08:00",2.0,257.02,0.04,0.28,72.96,0.82,2.49,2.77,0.9,120.4517,17.1947,"2023-12-04 12:01:15.076325+08:00","Candon"
"2023-12-04 12:01:16+08:00",1.0,243.66,0.25,1.56,57.22,0.94,3.67,4.25,2.01,123.1964,10.3864,"2023-12-04 12:01:16.839933+08:00","Canlaon"
"2023-12-04 12:01:18+08:00",1.0,226.97,0.13,3.26,50.78,3.49,1.61,2.81,1.24,123.6402,10.1061,"2023-12-04 12:01:19.046093+08:00","Carcar"
"2023-12-04 12:01:21+08:00",2.0,317.1,0.8,7.11,82.97,14.19,5.67,9.59,2.47,121.0576,14.3132,"2023-12-04 12:01:22.189189+08:00","Carmona"
"2023-12-04 12:01:24+08:00",1.0,201.94,0.03,0.55,46.49,0.31,0.95,1.21,0.42,124.8861,11.7753,"2023-12-04 12:01:24.790260+08:00","Catbalogan"
"2023-12-04 12:01:27+08:00",2.0,320.44,0.12,1.26,67.23,0.39,5.74,6.46,5.0,121.7725,16.9347,"2023-12-04 12:01:27.421359+08:00","Cauayan"
"2023-12-04 12:01:29+08:00",4.0,540.73,0.56,7.03,147.34,14.54,17.83,31.07,6.59,120.9169,14.4825,"2023-12-04 12:01:29.486643+08:00","Cavite City"
"2023-12-04 12:01:31+08:00",1.0,253.68,0.36,3.64,44.7,3.7,1.99,2.99,2.12,123.8907,10.3167,"2023-12-04 12:01:31.574534+08:00","Cebu City"
"2023-12-04 12:01:34+08:00",2.0,297.07,0.58,3.98,69.38,5.42,3.89,8.38,1.95,121.1,14.6333,"2023-12-04 12:01:34.736680+08:00","City of Marikina"
"2023-12-04 12:01:36+08:00",1.0,193.6,0.04,0.25,52.93,3.52,3.23,3.57,0.09,123.5833,12.3333,"2023-12-04 12:01:37.164085+08:00","City of Masbate"
"2023-12-04 12:01:38+08:00",1.0,236.99,0.17,1.36,46.49,1.37,4.09,5.25,1.65,122.65,11.15,"2023-12-04 12:01:38.796232+08:00","City of Passi"
"2023-12-04 12:01:41+08:00",1.0,195.27,0.04,0.27,53.64,2.12,1.81,2.39,0.25,123.9833,12.9833,"2023-12-04 12:01:41.251775+08:00","City of Sorsogon"
"2023-12-04 12:01:43+08:00",1.0,267.03,0.08,0.68,52.93,0.28,3.84,4.34,1.63,124.2464,7.2236,"2023-12-04 12:01:43.361239+08:00","Cotabato"
"2023-12-04 12:01:44+08:00",2.0,250.34,0.04,0.28,61.51,0.13,2.4,2.67,0.66,121.5047,17.7061,"2023-12-04 12:01:45.084782+08:00","Dagupan"
"2023-12-04 12:01:47+08:00",1.0,203.61,0.07,1.59,55.08,1.13,1.15,1.36,0.31,124.0272,10.5208,"2023-12-04 12:01:47.857012+08:00","Danao"
"2023-12-04 12:01:50+08:00",1.0,253.68,0.36,3.64,44.7,3.7,1.99,2.99,2.12,123.9469,10.2706,"2023-12-04 12:01:50.619129+08:00","Dapitan"
"2023-12-04 12:01:52+08:00",3.0,377.18,0.58,5.14,108.72,12.64,9.79,14.66,3.23,120.9367,14.3294,"2023-12-04 12:01:52.629904+08:00","Dasmariñas"
"2023-12-04 12:01:54+08:00",2.0,323.77,0.5,4.58,72.96,2.12,3.38,4.42,1.73,125.6128,7.0731,"2023-12-04 12:01:55.004464+08:00","Davao"
"2023-12-04 12:01:56+08:00",1.0,201.94,0.07,0.36,50.07,0.31,0.63,0.87,0.53,125.3572,6.7497,"2023-12-04 12:01:56.802162+08:00","Digos"
"2023-12-04 12:01:58+08:00",1.0,195.27,0.04,0.27,55.08,0.38,0.75,0.97,0.12,123.3414,8.5894,"2023-12-04 12:01:59.087605+08:00","Dipolog"
"2023-12-04 12:02:01+08:00",1.0,198.6,0.07,0.88,52.21,0.6,1.1,1.36,0.41,123.3081,9.3103,"2023-12-04 12:02:01.826424+08:00","Dumaguete"
"2023-12-04 12:02:04+08:00",2.0,223.64,0.04,0.33,63.66,0.35,1.74,2.15,1.36,124.5225,8.5631,"2023-12-04 12:02:04.269320+08:00","El Salvador"
"2023-12-04 12:02:06+08:00",1.0,200.27,0.06,0.38,56.51,0.29,1.02,1.88,0.28,123.4992,10.8403,"2023-12-04 12:02:06.554724+08:00","Escalante"
"2023-12-04 12:02:09+08:00",2.0,280.38,0.11,1.44,69.38,0.7,1.44,2.22,1.35,120.9464,15.3072,"2023-12-04 12:02:09.295208+08:00","Gapan"
"2023-12-04 12:02:11+08:00",1.0,201.94,0.06,0.32,50.07,0.28,0.85,1.1,0.71,125.1717,6.1128,"2023-12-04 12:02:12.251846+08:00","General Santos"
"2023-12-04 12:02:14+08:00",3.0,377.18,0.58,5.14,108.72,12.64,9.79,14.66,3.23,120.8817,14.3869,"2023-12-04 12:02:14.353569+08:00","General Trias"
"2023-12-04 12:02:16+08:00",1.0,190.26,0.03,0.17,54.36,0.08,0.5,0.58,0.22,125.1167,8.8333,"2023-12-04 12:02:16.741372+08:00","Gingoog City"
"2023-12-04 12:02:17+08:00",2.0,337.12,0.24,2.91,83.69,2.27,7.66,9.63,5.51,122.8706,10.0989,"2023-12-04 12:02:18.182973+08:00","Himamaylan"
